,genre_ids,id,overview,popularity,release_date,title,vote_average,vote_count,keyword,est_date
319,[],314549,"A few kilometers away from Rome, the sand dunes of Sabaudia, the Circeo marshes and Arpino’s mountain waterfalls become the backdrops to fabulous transformations: Callisto is changed into a bear, Jupiter metamorphoses into Diane, Glaucus becomes a sea monster and the nymph Salamachis melds into the body of the young Hermaphrodite. But each of these transformations also plays on those of their performers, thus giving a new twist to Ovid’s Metamorphoses, written before and during his exile from the Roman Empire, and questioning the role of gender and identity in our society.",0.6,2014-08-13,Love and Metamorphoses,5.0,3,"['Rome', 'Roman Empire']","[-753, -27]"
320,"[35, 18]",287483,"A group of friends at a Jerusalem retirement home build a machine for self-euthanasia in order to help their terminally ill friend. When rumors of the machine begin to spread, more and more people ask for their help, and the friends are faced with an emotional dilemma",2.985,2014-09-03,The Farewell Party,6.7,34,['Jerusalem'],[-2800]
321,"[28, 12, 35]",241868,"Interpol Inspector Zenigata begins a world-wide hunt for the infamous thief Lupin The 3rd. But together, they face a powerful enemy and form the Lupin team in response. The Lupin team then faces the challenge of retrieving the ""Crimson Heart of Cleopatra"" locked away in a fort like safe. The treasure is thought to allow its owner to control the world.",5.555,2014-08-30,Lupin the 3rd,6.0,71,['Cleopatra'],[-51]
322,[],366737,"Two motorcycle racers, Adam Riemann and Mark Portbury endure a 7000km mission across Europe, in hope of reaching the Pyramids of Egypt. Avoiding Syria, the find a way across the Mediterranean and venture into the aftermath of the recent Cairo massacre. Despite military confrontation, they defy the odds and make it inside the ancient compound of the Pyramids, but triumph turns to treachery as they must continue into one of the Middle East's most lawless regions... the Sinai Peninsula. Putting their lives further at risk, the boys wander into the Sinai only to stumble upon one of religion's most sacred landmarks. Motonomad isn't just a motorcycle adventure - it's a story of discovery, friendship and the undeniable power of chance.",4.642,2014-09-11,Motonomad,6.0,1,"['Egypt', 'Pyramids']","[-3150, -2590]"
323,[18],651744,"In Rome, a young man starts following an expat Indian girl around. It turns out he's harboring a dark secret, and insists that the girl accompany him back to India.",0.6,2014-10-10,Romeo (2014),4.0,1,['Rome'],[-753]
324,[],314593,"Roma Termini, Rome's central station: a urban crossroad where thousands of lives collide without touching each other. Four portraits of men who spend their day in the station, solitary unseen beings, trapped there by life.",1.039,2014-10-22,Roma Termini,6.3,4,['Rome'],[-753]
325,[10751],285208,"Casper and Emma are looking forward to Christmas! Will Santa Claus visit Petra this year, or will he leave the presents outside her door, like he usually does?",0.749,2014-11-07,Casper and Emma's Wonderful Christmas,5.5,3,['Petra'],[-1200]
326,"[28, 18, 10749]",296690,"Once upon a time in North India, two killers – Dev and Tutu - roamed free. Abandoned when young and vulnerable, Bhaiyaji gave them shelter and… nurtured them to kill! All is normal in their lives until destiny throws free-spirited Disha into the mix. What follows is a game of defiance, deception and love.",2.107,2014-11-13,Kill Dil,5.1,32,['Tut'],[-1332]
327,[35],306523,Massimo Marinelli Lops and Giulia Colardo meet by chance in Rome and fall in love. Giulia asks Massimo to spend Christmas Eve with her family.,6.126,2014-11-27,Ogni maledetto Natale,5.6,275,['Rome'],[-753]
328,[18],305641,"Two Athenian attorneys pursue litigation for the return of the Parthenon Marbles. As the bronze statue of Athena Promakhos used to stand guard in front of the Parthenon, both must find the courage to stand in defense of what they love.",1.047,2014-11-27,The First Line,5.0,2,['Parthenon'],[-447]
329,"[36, 28, 12]",308695,"Following the fall of the Roman Empire, a Roman woman plots to make her son the new Emperor and to fulfill the former glory of the city.",4.617,2014-12-02,The Lost Legion,6.3,28,['Roman Empire'],[-27]
330,"[12, 18, 28]",147441,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",49.452,2014-12-03,Exodus: Gods and Kings,5.8,3797,"['Egypt', 'Moses', 'Ramses']","[-3150, -1250, -1250]"
331,[10402],280467,Miley Cyrus took the world by storm as she brought her Bangerz Tour to fans across the world. The highly anticipated concert film features show stopping performances along with behind-the-scenes look into the tour and her personal life.,3.92,2015-03-24,Miley Cyrus: Bangerz Tour,8.0,30,['Cyrus'],[-550]
332,"[80, 12, 35]",337211,"Night in the center of Moscow hit by a girl, she urgently needs complex operations. Her friend Kira finds the culprit, arrogant and cynical tycoon Sergei Polanski, who refuses to admit his guilt and help the injured. He does not care, he has everything under control. In desperation, Cyrus turned for help to the three guys sympathetic to her - bykovatomu Fede, arrogant, handsome Artem computer genius and his wife. Boys entered into between the Covenant - ""help the girl punish the villain, and then decide who will become her boyfriend.""",1.998,2015-03-26,The Watchers: Beginning,4.3,9,['Cyrus'],[-550]
333,[18],336029,"The story of young Amos Oz, growing up in Jerusalem in the years before Israeli statehood with his parents; his academic father, Arieh, and his dreamy, imaginative mother, Fania.",8.301,2015-09-03,A Tale of Love and Darkness,5.6,98,['Jerusalem'],[-2800]
334,[],366103,"Andy Guérif adapts the Maestà of Duccio as a tableau vivant: the tale of the Christ’s Passion in twenty-six successive panels, from the arrival in Jerusalem to the road to Emmaus.",0.617,2015-07-06,"Maestà, The Passion of the Christ",7.3,9,['Jerusalem'],[-2800]
335,[18],355930,"Haim-Aaron is a bright, ultra-orthodox religious scholar living in Jerusalem. His talents and devotion are envied by all. One evening, following a self-imposed fast, Haim-Aaron collapses and loses consciousness. The paramedics announce his death, but his father takes over resuscitation efforts and, beyond all expectations, Haim-Aaron comes back to life. After the accident, try as he might, Haim-Aaron remains apathetic to his studies. He feels overwhelmed by a sudden awakening of his body and suspects this is God testing him. He wonders if he should stray from the prescribed path and find a way to rekindle his faith...  The title means ""Rectify"" in Hebrew; nevertheless the movie is called Tikkun in the English-speaking world.",1.321,2015-07-10,Tikkun,6.3,17,['Jerusalem'],[-2800]
336,[18],398753,"This film covers the story of this Legend's journey from homeless child in the streets of Layari,Karachi to become Olympian for his country PAKISTAN.",0.6,2015-08-13,Shah,8.3,4,['Olympia'],[-776]
337,[18],356380,"In a despairing, fatalistic Rome, Nicola finds himself flirting with the city’s dark side. Drinking too much and living among drifters, petty criminals and anxious immigrants, Nicola becomes entwined in an insurance scam that leads him further into a netherworld he may never escape.",0.6,2015-09-07,Long Live the Bride,4.0,2,['Rome'],[-753]
338,[35],375142,The story of the women soccer teams in Egypt and their conflict with men soccer teams who refuse the participation of women in the sport.,0.6,2015-09-23,Eyal Harifa,8.0,1,['Egypt'],[-3150]
339,[18],375487,"Samson Cazalet, Taxi driver in his thirties, picks up a client at the airport. The same evening, the daughter of the woman disappears and the overwhelming evidence points to Samson. How can he prove his innocence when he is the ideal suspect?",1.662,2016-01-06,Stop Me Here,6.3,31,['Samson'],[-1118]
340,[18],372519,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,39.392,2016-01-28,The Ten Commandments: The Movie,7.3,226,"['Egypt', 'Moses']","[-3150, -1250]"
341,[18],383559,"Andreas and Stefan lead a happy and passionate life: Together with their beloved tomcat Moses, they live in a beautiful old house in Vienna's vineyards. They work as a musician and as a scheduler in the same orchestra and they love their large circle of friends. An unexpected and inexplicable outburst of violence suddenly shakes up the relationship and calls everything into question - the blind spot that resides in all of us.",1.412,2016-02-13,Tomcat,6.2,15,['Moses'],[-1250]
342,[35],391899,"Hannibal Buress braves Scotland's epic Fringe festival in Edinburgh, performing dozens of wry stand-up sets and testing new material on the locals.",1.768,2016-04-08,Hannibal Buress: Hannibal Takes Edinburgh,6.0,16,['Hannibal'],[-218]
343,[28],417935,Group of young people trying to save the Egyptian Ambassador in India as part of a comedy,0.662,2016-07-05,Inferno in India,5.8,6,['Egypt'],[-3150]
344,[35],529876,"Actor Hussein Al Imam's tribute to Egyptian cinema classics, reconstructing footage from five of his father Hassan Al Imam’s lesser-known films, along with his own new black-and-white scenes and a comic narrative.",0.6,2016-08-24,Like A Matchstick,7.0,1,['Egypt'],[-3150]
345,"[28, 18]",412449,Sparta is a new kind of martial arts and also the only way for Nikolay to return to sport.,1.38,2016-08-25,Sparta,4.5,1,['Sparta'],[-1000]
346,[10749],432278,"Chinese romance film directed and co-written by Kwak Jae-yong, starring Oho Ou, Zhang Huiwen, Yang Zi, Wang Zhi, and Yao Lu. The film is an adaptation of Kyoichi Katayama's 2004 novel Socrates in Love. Crying Out In Love was released by Beijing Enlight Pictures on 26 August 2016",0.6,2016-08-26,Crying Out In Love,6.0,2,['Socrates'],[-469]
347,"[18, 35]",412213,"An accident during a bar mitzvah celebration leads to a gendered rift in a devout Orthodox community in Jerusalem, in this rousing, good-hearted tale about women speaking truth to patriarchal power.",2.236,2016-09-29,The Women's Balcony,7.1,20,['Jerusalem'],[-2800]
348,[],424736,"A visceral journey through the unseen and unknown world of big wave surf adventurer Frank James Solomon, an intercontinental clandestine investigation blurring the lines between myth, legend and reality.",2.674,2016-09-19,Let's Be Frank,5.0,2,['Solomon'],[-970]
349,[18],418711,"When night falls, three characters from different generations reveal their innermost secrets. Three people from different cultures and, more importantly, different generations – Eliane, Romes and Pablo – decide to take action in their lives before it’s too late. Recognized for her short films (Le futur proche, La ronde), Sophie Goyette scrupulously chronicles the quest of three protagonists who have reached a turning point in their personal journey. For her first feature, she delivers a meditative work steeped in the universal questions of human nature.",1.037,2016-10-11,"Still Night, Still Light",5.6,5,['Rome'],[-753]
350,[18],421360,"In a seemingly idyllic Cypriot village, twelve-year-old Socrates finds himself in the centre of a murder investigation that exposes a dark family secret and changes his life forever.",0.6,2016-10-18,Boy on the Bridge,7.0,2,['Socrates'],[-469]
351,[18],406848,"Axèle is a photographer, Camille is a writer. They have been awarded an arts residency at the Villa Medicis in Rome. Camille is accompanied by her husband, the famous writer Marc Landré. When a strange rivalry takes shape between them, Camille bonds with Axèle. But who is Axèle really ? A total artist, who never compromises and confuses herself with her oeuvre ? Or a ghost ? This year at the Villa Medici, where bodies and souls free themselves, no one will come out unscathed.",1.693,2017-02-15,Daydreams,5.0,8,['Rome'],[-753]
352,"[18, 36]",441941,"The journey of young Jeanne through mountains and faith, from the lonely forests to the plains of Rome.",0.678,2017-04-26,La papesse Jeanne,4.0,1,['Rome'],[-753]
353,[18],455562,The cosmos of the incurable Margarethe.  Her journey through the mysteries of the Egyptian underworld.  Will she be coming forth by day? Film in two parts by Carsten Frank.,0.6,2017-01-01,The Day of the Purple Sun: Part I,10.0,2,['Egypt'],[-3150]
354,"[53, 28, 80]",324552,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",89.172,2017-02-08,John Wick: Chapter 2,7.3,9690,['Rome'],[-753]
355,[],443382,"The Pyramids are the most epic monuments the world has ever seen, but the mystery of the true origins of these gargantuan edifices remains an enigma. Who really built these ancient megalithic structures and why were pyramids built in strategic locations all around the globe, then at a later date mysteriously abandoned seemingly overnight? In this space age, with its remarkable technological engineering and scientific advances, it is unfathomable that the construction of the pyramids and other amazing works of the ancient world could not be duplicated. New evidence of highly advanced, precision machining on Egypt's Giza plateau gives credence to the Ancient Alien hypothesis. This is further supported by glyphs of futuristic vehicles, bizarre flywheels and other artifacts and monuments cut with laser precision.",0.6,2017-02-14,Aliens In Egypt,6.0,1,"['Egypt', 'Pyramids', 'Giza']","[-3150, -2590, -2560]"
356,"[10749, 35]",434598,Giorgio urgently needs to find a job but his only chance is in a Fashion House in Rome so he to pretend being gay in order to succeed in the fashion industry. But suddenly after meeting a Russian girl and falling in love all his fake universe collapses.,1.055,2017-03-16,Love Pret-a-porte,4.6,4,['Rome'],[-753]
357,[37],455185,When US Marshal Moses White is called to the Wyoming Territory town of Dogwood Pass he never realized the corruption and deceit that awaited his arrival. Sometimes one small seed of seduction and greed planted in the right situation can cause a whole town to go bad. One bad character leads to another and it all starts with a dead husband in a western town.,5.03,2017-04-11,Western World,5.1,7,['Moses'],[-1250]
358,[12],517801,"A poetic adventure of two children who arrive from a small village in outing to Rome and, in front of an unexpected, decide to escape from their mother",0.6,2017-05-04,Una gita a Roma,8.0,1,['Rome'],[-753]
359,[18],473550,"The boat belonging to a man named Datuk Mustaza was shattered after being struck by the waves when he was out fishing, but his fate was good when he was rescued by a fisherman named Sulaiman. Datuk Mustaza who felt himself indebted to betraying his son Taufik with Solomon's son Salina.",0.6,2017-07-21,Kau Yang Satu,10.0,1,['Solomon'],[-970]
360,[10402],469679,"During Eagles Of Death Metal's November 13, 2015 show at the Bataclan concert hall in Paris, gunmen entered the venue and opened fire on the crowd, leaving 89 dead. On February 16, 2016 the band returned to the Olympia in Paris to complete their show.",0.88,2017-08-04,Eagles of Death Metal - I Love You All The Time : Live At The Olympia in Paris,8.0,1,['Olympia'],[-776]
361,[18],473670,"In the late 1980s, Amedeo Letizia, a young 20 something Italian, leaves his hometown of Casal di Principe to pursue a career in acting in Rome. While he's making his debut, his younger brother Paolo is kidnapped by armed men. Amedeo comes back, this return being an infernal descent into his past and his region's contradictions.",1.353,2017-09-01,Nato a Casal di Principe,6.0,10,['Rome'],[-753]
362,[10751],476792,"Dummie has homesickness. He wants to go back to Egypt to seek the grave of his parents so that he can say goodbye to them.  Klaas sees that trip is not going to be easy. He finds flying to Egypt scary, it costs way too much money and Dummie has no passport. But if Dummie's painting by Miss Friek is sold for a large amount and he can organise a passport, then can Klaas, Goos, Dummie and Miss Friek leave for Egypt.  But is the Tomb of Achnetoet still available after four thousand years? With a plan by Master Drab, Dummie and Goos are investigating. But the search is full of dangers and the best friends walk into a trap. Can Klaas save them on time or keep Dummie and Goos captive forever?",4.126,2017-10-04,Dummie the Mummy and the tomb of Achnetoet,6.2,10,['Egypt'],[-3150]
363,"[12, 28]",493416,"In this re-telling of Iliad, set in 1174 B.C. after ten years of fighting in the Trojan War, the Greek warrior Odysseus decides to travel for home, but instead finds a string of mis-adventures over the sea and land as he, along with a captive Trojan warrior named Circe as well as a group of loyal Greek soldiers, venture on the sea and land to get home to the island kingdom of Icarus and fighting sea sirens, and other mystical creatures to get home to his wife Penelope who is being hounded by a group of suitors hoping she will chose to make one of them their bride.",3.26,2017-10-15,Troy the Odyssey,4.8,16,['Trojan war'],[-1300]
364,[10402],785291,"Alice Cooper at his shock rock best! This 90-minute rock show was filmed at The Olympia in Paris on December 7th, 2017 during his ""Paranormal"" world tour. The set features his classics as well as hand-picked gems for true Alice Cooper fans.",2.153,2017-12-07,Alice Cooper - A Paranormal Evening at the Olympia Paris,8.0,1,['Olympia'],[-776]
365,[35],785425,"The most famous Half-Persian comedian in the world returns to a sold-out theater in his hometown. K-von tackles social justice warriors, the Olympics, the dangers of online dating, and... well, you're just going to have to see for yourself in this LAUGH-OUT-LOUD 1hr comedy special.",0.6,2018-01-01,K-von: Wrists Out,10.0,1,"['Persia', 'Persian']","[-550, -550]"
366,[18],498517,The affaire of a married Palestinian man and a married Israeli woman in Jerusalem takes a dangerous political dimension when they are spotted in the wrong place at the wrong time leaving them to deal with more than their broken marriages.,2.073,2018-03-15,The Reports on Sarah and Saleem,7.1,33,['Jerusalem'],[-2800]
367,[18],465616,"Caesar returns in triumph to Rome and the people pour out of their homes to celebrate. Alarmed by the autocrat’s popularity, the educated élite conspire to bring him down. After his assassination, civil war erupts on the streets of the capital.  Nicholas Hytner’s production will thrust the audience into the street party that greets Caesar’s return, the congress that witnesses his murder, the rally that assembles for his funeral and the chaos that explodes in its wake.",3.833,2018-03-22,National Theatre Live: Julius Caesar,7.0,3,['Rome'],[-753]
368,"[35, 10749]",490488,"Cyrus Nollen, Bergerac High's resident big-nosed hacker, uses social media to help a handsome star athlete win the heart of his best friend Roxy, despite the fact that he is deeply in love with her himself.",2.529,2018-04-13,#Roxy,5.3,7,['Cyrus'],[-550]
369,"[12, 35, 18]",517286,A Coptic leper and his orphaned apprentice leave the confines of the leper colony for the first time and embark on a journey across Egypt to search for what is left of their families.,3.319,2018-11-21,Yomeddine,6.7,19,['Egypt'],[-3150]
370,[18],449020,"Petra doesn’t know who her father is. Her entire life, it’s been hidden from her. After the death of her mother, she embarks on a search that leads her to Jaume, a famous artist and a powerful, ruthless man. On her path to uncovering the truth, Petra also meets Jaume’s son, Lucas, as well as Marisa, his mother and Jaume’s wife. That is when the story of these characters begins to intertwine in a spiral of malice, family secrets and violence that drives them all to the edge. But fate’s cruel logic is derailed by a twist that opens a path to hope and redemption.",1.727,2018-10-19,Petra,6.6,28,['Petra'],[-1200]
371,[10402],541186,"Filmed at the San Jose Arena on The Rolling Stones' No Security tour, this concert captures the band in top form playing a set that spans from mid-sixties hit singles up to the then current Bridges To Babylon album.",0.694,2018-07-13,The Rolling Stones – From The Vault: No Security – San Jose ’99,8.0,1,['Babylon'],[-1700]
372,"[35, 18, 36]",508587,"The year is 1983 and Yaakov Cohen, the owner of a Jerusalem printing press, is tired from being pushed around. It seems that he was born on the wrong side, with the wrong family name and in a moment's decision he decides to establish a Sephardic-ultra-Orthodox list that will run to the Jerusalem municipality. He gathers two friends, and together they improvise a campaign - no means, no connections, no money, but with much rage, passion and a sense of justice.",0.602,2018-07-26,The Unorthodox,6.7,5,['Jerusalem'],[-2800]
373,[35],538657,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs.",1.022,2018-07-28,Coco y Raulito: Carrusel de ternura,7.0,1,['Menes'],[-3150]
374,"[12, 18]",542419,"When a day in the life of a beleaguered Egyptian filmmaker goes sideways, he witnesses anew issues like class and gender relations.",0.822,2018-11-30,Exterior/Night,6.8,7,['Egypt'],[-3150]
375,[],548308,"Phaidros is based on Plato's eponymous dialogue and plays in an LBQT+ milieu of a present-day metropolis. The actor Emil is meant to embody the character of the poet Phaedrus in a battle of words with Werner Maria, who slips into the role of Socrates. When the borders between friendship and sexual initiation soon blur beyond the events on stage, too, the shrill, carnivalesque scenario turns into grotesque love triangles and quadrangles, which ultimately even cause a casualty.",0.6,2018-09-14,Phaidros,10.0,1,"['Socrates', 'Plato']","[-469, -428]"
376,[18],544355,"After his mother's sudden death, Socrates, a 15-year-old living on the margins of São Paulo's coast, must survive on his own while coming to terms with his grief.",2.223,2018-09-21,Sócrates,6.8,22,['Socrates'],[-469]
377,"[18, 35]",542420,"Tto rebellious young women - one fleeing the chaos of secular hedonism for the disciplined comforts of faith; the other desperate to transcend her oppressive religious upbringing for sexual and spiritual freedom - cross paths unexpectedly in Jerusalem, to startling consequences.",1.359,2018-10-25,The Other Story,6.3,6,['Jerusalem'],[-2800]
378,[10749],556982,"Beatriz, an 18-year-old girl, tries to return to life after a heartbreak. Working in her mother’s flowershop, she spends the days with her friends Naty and Fabiba. She decides to join a troupe of amateur clowns dedicated to charity work. In the group, Bia discovers her inner clown, Tutu, and falls in love with Daniel, o boy that studies cinema and acts as a mute clown.",1.4,2018-10-27,Bia (2.0),7.0,4,['Tut'],[-1332]
379,[18],533575,"Caesar and his assassins are dead. General Mark Antony now rules alongside his fellow defenders of Rome. But at the fringes of a war-torn empire the Egyptian Queen Cleopatra and Mark Antony have fallen fiercely in love. In a tragic fight between devotion and duty, obsession becomes a catalyst for war.",2.989,2018-12-06,National Theatre Live: Antony & Cleopatra,7.6,8,"['Egypt', 'Rome', 'Mark Antony', 'Cleopatra']","[-3150, -753, -83, -51]"
380,"[12, 10751, 35]",570039,"After having rescued her family's farm in the first film, Maikol Yordan faces a difficult situation. His beloved grandmother Dona Mila suffers a strange illness and, in his quest to find the cure, embarks on a new journey through the Netherlands, Greece and Egypt, where he will live amusing adventures. François, Cordero, Greivin, his beloved family and friends will accompany him in this new story full of healthy and familiar humor.",1.4,2018-12-13,Maikol Yordan 2: La Cura Lejana,8.0,14,['Egypt'],[-3150]
381,"[18, 12]",507199,"The story of 11-year-old Silvia whose life at home is consumed by her mother’s clinical depression. When no one will take the time to fulfill her dream to visit Rome, she runs away, determined to see it for herself. On a train she meets a Roma girl, Emina, and begins following her through the streets of Rome to her gypsy camp.",1.549,2019-03-07,Girl in Flight,6.3,3,['Rome'],[-753]
382,[18],538617,"A Tramway in Jerusalem is a situation comedy that juxtaposes stories and human situations in the context of the current Israeli Palestinian society in 2018. In Jerusalem the tramway connects several neighbourhoods, from East to West, recording their variety and differences.",1.862,2019-04-24,A Tramway in Jerusalem,4.2,5,['Jerusalem'],[-2800]
383,"[28, 36, 18]",565179,"Romulus and Remus, two shepherds and loyal brothers, end up taking part to a journey that will lead one of them to be the founder of the greatest nation ever seen. However, the fate of the chosen one will pass from killing his own brother.",16.954,2019-01-31,The First King,7.1,880,['Romulus'],[-753]
384,"[18, 35]",589518,"On his way to a DJ Championship in Brussels, a young Egyptian is mistaken for an illegal immigrant and detained in a country he's never heard of before.",1.41,2019-03-20,Sawah,8.7,3,['Egypt'],[-3150]
385,[],778417,Miley Cyrus: Live from Glastonbury 2019,0.682,2019-06-02,Miley Cyrus: Live at Glastonbury 2019,10.0,1,['Cyrus'],[-550]
386,[35],544334,"Sunil Pratham, aka Sun, is a 30-year-old delivery boy of Indian descent. He leads a hectic life in today's Paris, but everything threatens to stop the day his Chinese employers put an end to their illegal activities. To continue working, Sun decides to set up a real courier company. His plan was quickly complicated by the unexpected arrival of his cousin, a sitar player who had come to Paris for a career, and to whom Sun had to promise a concert at the Olympia. Caught in his lies, Sun will therefore find it very difficult to invent a future ...",1.523,2019-07-24,Sun,6.3,10,['Olympia'],[-776]
387,[35],640233,"After retrieving their grandfather's map, Allan and Gilbert must find the ancient treasure of Cleopatra. They cannot imagine how much danger and adventures they are about to be part of.",1.235,2019-09-15,"Hermanos Siempre, Tras el tesoro perdido",7.5,2,['Cleopatra'],[-51]
388,"[18, 35]",718519,"Accompanied by a child, the mathematician Galileo observes the firmament with a telescope. Ten years ago, the philosopher Giordano Bruno was burned in Rome for having supported the idea of an infinite and centerless universe, based on the work of Copernicus. By dint of observations and calculations, Galileo seeks proofs for his hypothesis of a cosmic system where the Earth is ""an ordinary celestial body, one among thousands"". From Padua to Venice, the mathematician shakes certainties by confronting the power of a Church which wishes to maintain its absolute power in the ""crystal spheres"" where Ptolemy has hitherto locked up the world.",0.651,2019-11-19,La vie de Galilée,4.0,1,['Rome'],[-753]
389,"[35, 28, 80]",591237,"Special Agent Jack Carter reluctantly assumes the identity of criminal Archie Moses to take down a powerful South African crime family. But when the real Moses is put in danger, he and Carter must work together to foil the scheme for good.",13.341,2020-01-07,Bulletproof 2,6.8,76,['Moses'],[-1250]
390,"[35, 28, 12]",638796,"In an atmosphere of suspense and excitement, Yousef, Khaled, and Nadia embark on a journey to locate the tomb of Alexander the Great, which has been sought by everyone for years.",1.4,2020-01-22,The Thief of Baghdad,6.4,8,['Alexander the Great'],[-356]
391,"[35, 18, 10749]",619605,A black comedy which follows Ronen Matalon's journey to overcome his anxiety of terror attacks. Ronen uses writing and guiding a tour of terror-attack sites along Jerusalem's Jaffa Street to try and break free from his trauma.,0.99,2020-03-25,Born in Jerusalem and Still Alive,6.7,3,['Jerusalem'],[-2800]
392,"[12, 36, 28]",635237,King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.,10.137,2020-05-28,Arthur & Merlin: Knights of Camelot,5.3,106,['Roman Empire'],[-27]
393,[18],755143,"During the Northern Song Dynasty, the valuable Xuanwu Order was lost to the rivers and lakes, and the four martial arts families fought against each other. Leng Xuanfeng trapped Nangong Yu and his men in the dense forest of Wolong Valley. At the same time, Princess Yongning, a descendant of the Zhou Dynasty, was captured by the young master of the Green Dragon Gate, Xu Lingyun, and Nangong Yu was so furious that he sent a letter to Master Jing Yuan of the Heavenly Mountains and Snowy Range. Mok Siu Ho obeys his master's order and returns to the mountain, resolving the feuds and disputes between the four families and restoring the peace of the rivers and lakes.  Translated with www.DeepL.com/Translator (free version)",0.711,2020-08-20,Chivalrous,6.0,1,['Zhou Dynasty'],[-1045]
394,[80],734585,"When Sonny Capone, Dublin-born head of the Mafia in Rome, hears that his son Luke has been murdered in Dublin, he returns home to kill everyone in sight.",1.477,2020-08-31,Sonny Capone,5.0,5,['Rome'],[-753]
395,"[35, 12, 36]",613370,"Faced with the tyranny of Caesar who acts as absolute master over Rome, Senators Rufus and Cassius form a plot to assassinate him.",7.596,2020-09-18,Brutus vs Cesar,4.1,159,['Rome'],[-753]
396,[18],793288,"After young Tutu kills a bear to save his little brothers life, he is considered an outcast as bears are sacred to the Lonki tribe. Years later Tutu and Linzi struggle to get by and work as lumberjacks near the forest they grew up in. When they both fall for the same woman, it drives the brothers apart. While Linzi connects more and more with nature and the forest, Tutu chooses another path. Through their story, we experience the deep connection of all living things and witness the mysterious retribution wrought by nature on humans who wound it. The film gives us an opportunity to contemplate our relationship with Mother Earth.",0.742,2020-12-02,Anima,8.0,2,['Tut'],[-1332]
397,"[10751, 18]",582303,"When his mother dies, scandal-ridden ex-Olympian John Wright returns to a hometown that has not forgiven him.",5.266,2020-12-08,The Last Champion,8.1,4,['Olympia'],[-776]
398,[18],640917,"A screen adaptation of the novel of the same name by Alberto Moravia. Rome, our days. Mariagration Ardengo and her children Michele and Carla are left without a livelihood. Mariagration's money-hungry lover Leo develops a plan to take the last property from the family - the attic in which they live. Michele tries to thwart Leo's plans, but when his attempts fail, young Carla takes over.",4.299,2021-04-27,The Time of Indifference,6.1,15,['Rome'],[-753]
399,"[12, 35]",577242,"Following the end of the acclaimed tv series, King Arthur will oppose Lancelot's army to get the throne back after his flee to Rome.",34.086,2021-07-21,Kaamelott - The First Chapter,7.2,339,['Rome'],[-753]
400,"[18, 53]",874581,"Mute young woman Patience, from an isolated community in rural England in 1555, struggles with her controlling brother-in-law and leader, David, who is gradually unraveling after the failure of his idyllic community. The Egyptian Act has been passed, stipulating that all ‘gypsies’ must vacate England immediately and anyone found aiding them could be executed. In exchange for a fee, David agrees to help an Egyptian family who must stay a month on their land until a ship comes to take them away. But when Patience pursues an affair with one of the outsiders, she is thrust into a violent and vicious psychological battle with David.",7.413,2021-11-26,Lapwing,7.0,1,['Egypt'],[-3150]
