Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres,name,keywords,Full Location,latitude,longitude,ARS
Exodus: Gods and Kings,2014,1290-1213 BC,-1300,-1213,Egypt,"[12, 18, 28]",147441,en,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",76.507,Exodus: Gods and Kings,FALSE,5.8,3865,"['Adventure', 'Drama', 'Action']","Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde, Sigourney Weaver, Ben Kingsley, Hiam Abbass, Isaac Andrews, Indira Varma, Ewen Bremner, Golshifteh Farahani, Ghassan Massoud, Tara Fitzgerald, Dar Salim, Andrew Tarbet, Ken Bones, Hal Hewetson, Christopher Sciueref, Emun Elliott, Kevork Malikyan, Alejandro Naranjo, Philip Arditti, Giannina Facio, Anton Alexander, Jon Rod, Maykol Hernández, Aaron Neil, Nicholas Khan, Phil Perez, Jorge Suquet, Abhin Galeya, Anthony Rotsa, Ayoub El Hilali, Miquel García Borda, Fergaledgar","moses, bible, epic, racism, slave, ancient egypt, old testament, ramses, 13th century bc",مصر,26.2540493,29.2675469,39
The Ten Commandments: The Movie,2016,1250 BC,-1300,-1250,Egypt,[18],372519,pt,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,118.535,The Ten Commandments: The Movie,FALSE,7.3,252,['Drama'],"Guilherme Winter, Camila Rodrigues, Sergio Marone, Paulo Gorgulho, Giselle Itié, Vera Zimmermann, Denise Del Vecchio, Zé Carlos Machado, Larissa Maciel, Sidney Sampaio, Petrônio Gontijo, Luciano Szafir",,مصر,26.2540493,29.2675469,0
Immortals,2011,1228 BC,-1228,-1228,Athens,"[14, 28, 18]",37958,en,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",22.086,Immortals,FALSE,5.9,2080,"['Fantasy', 'Action', 'Drama']","Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto, Luke Evans, John Hurt, Joseph Morgan, Isabel Lucas, Kellan Lutz, Daniel Sharman, Peter Stebbings, Stephen McHattie, Greg Bryk, Alan van Sprang, Anne Day-Jones, Steve Byers, Matthew G. Taylor, Romano Orzari, Corey Sevier, Conrad Pla, Neil Napier, Tyrone Benskin, Abdul Ayoola, Dylan Smith, Robert Naylor, Mercedes Leggett, Kaniehtiio Horn, Ayisha Issa, Jason Cavalier, Danny Blanco Hall, Robert Maillet, Alain Chanoine, Edward Yankie, Gage Munroe, Marcello Bezina, Aron Tomori, Roc LaFortune, Jade Larocque, Charlie Duret, Alisha Nagarsheth, Makayla Jade McManus-Leggett, Madison McAleer, Zelia Mouana-Bankouezi, André Kasper, Tyler Hynes, Carlo Mestroni, Chantal Simard, Brent Skagford, Kevin Kelsall, Patrick Sabongui, Samuel Platel, Lise Sita, Francis Lafrenière, Shyrelle Yates, Austin Beauchamp, John Churchill, Jimmy Duperval, Mark Margolis, Tamas Menyhart, James A. Woods","poison, army, zeus, minotaur, poseidon, spear, labyrinth, ancient greece, greek god","Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10431, Ελλάς",37.9839412,23.7283052,38
Ulysses,1954,1200-1150 BC,-1190,-1150,Anatolia,"[12, 14]",43194,en,"A movie adaptation of Homer's second epic, that talks about Ulysses' efforts to return to his home after the end of ten years of war.",15.266,Ulysses,FALSE,6.4,113,"['Adventure', 'Fantasy']","Kirk Douglas, Anthony Quinn, Rossana Podestà, Silvana Mangano, Franco Interlenghi, Sylvie, Elena Zareschi, Evi Maltagliati, Ludmilla Dudarova, Tania Weber, Gualtiero Tumiati, Mario Feliciani, Jacques Dumesnil, Daniel Ivernel, Piero Lulli, Ferruccio Stagni, Alessandro Fersen, Oscar Andriani, Umberto Silvestri, Teresa Pellati, Michele Riccardini","sea, hero, greek mythology, island, epic, homer's odyssey, bow and arrow, super power, cyclops, ancient greece, voyage, technicolor, sea voyage, warrior, sorceress, ulysses","Asia Minor, İç Anadolu Bölgesi, Türkiye",39.05742105,32.31123751,31
Helen of Troy,1956,1200-1150 BC,-1200,-1150,Anatolia,"[36, 12]",42658,en,"Prince Paris of Troy, shipwrecked on a mission to the king of Sparta, meets and falls for Queen Helen before he knows who she is. Rudely received by the royal Greeks, he must flee...but fate and their mutual passions lead him to take Helen along. This gives the Greeks just the excuse they need for much-desired war.",10.972,Helen of Troy,FALSE,6.4,29,"['History', 'Adventure']","Rossana Podestà, Jacques Sernas, Cedric Hardwicke, Stanley Baker, Niall MacGinnis, Nora Swinburne, Robert Douglas, Torin Thatcher, Harry Andrews, Janette Scott, Ronald Lewis, Brigitte Bardot, Eduardo Ciannelli, Marc Lawrence, Maxwell Reed, Robert Brown, Barbara Cavan, Terence Longdon, Patricia Marmont, Guido Notari, Tonio Selwart, George Zoritch, Esmond Knight","queen, trojan war, king, slave, helen of troy","Asia Minor, İç Anadolu Bölgesi, Türkiye",39.05742105,32.31123751,58
The Trojan Horse,1961,1200-1150 BC,-1200,-1150,Anatolia,"[36, 12]",146023,it,"Guerra di Troia (AKA: Trojan Horse) is a 1961 historical drama film set in the tenth and final year of the Trojan War. The film focuses primarily on the exploits of the Trojan hero Aeneas during this time. The film was directed by Giorgio Ferroni and starred Steve Reeves as Aeneas and John Drew Barrymore as Odysseus.  From Wikipedia, the free encyclopedia",6.088,The Trojan Horse,FALSE,5.6,14,"['History', 'Adventure']","Steve Reeves, Juliette Mayniel, John Drew Barrymore, Lidia Alfonsi, Edy Vessel, Warner Bentivegna, Luciana Angiolillo, Arturo Dominici, Mimmo Palmara, Nerio Bernardi, Nando Tamberlani","trojan war, greek, peplum, trojan horse, helen of troy","Asia Minor, İç Anadolu Bölgesi, Türkiye",39.05742105,32.31123751,29
The Avenger,1962,1200-1150 BC,-1190,-1150,Anatolia,"[36, 12]",194798,it,"Aeneas leads escapees from the Trojan war to new land in Italy, and must deal with new threats to his people.",2.331,The Avenger,FALSE,5.5,9,"['History', 'Adventure']","Steve Reeves, Carla Marlier, Liana Orfei, Giacomo Rossi-Stuart, Gianni Garko, Mario Ferrari, Lulla Selli, Charles Band",,"Asia Minor, İç Anadolu Bölgesi, Türkiye",39.05742105,32.31123751,13
Electra,1962,1200-1150 BC,-1190,-1150,Mycenae,[18],420343,el,Filmed version of stage director Takis Mouzenidis' production of the Sophocles tragedy.,0.6,Electra,FALSE,0,0,['Drama'],"Anna Synodinou, Thanos Kotsopoulos, Kakia Panagiotou",tragedy,"Μυκήνες, Κοινότητα Μυκηνών, Δημοτική Ενότητα Μυκηναίων, Δήμος Άργους - Μυκηνών, Περιφερειακή Ενότητα Αργολίδος, Περιφέρεια Πελοποννήσου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",37.72919415,22.75442883,2
Electra,1962,1200-1150 BC,-1190,-1150,Mycenae,"[28, 36, 18]",47447,el,"Living in exile after the death of their father, the grown children of a murdered and usurped king converge to exact eye-for-an-eye revenge.",2.022,Electra,FALSE,6.8,18,"['Action', 'History', 'Drama']","Irene Papas, Notis Peryalis, Takis Emmanuel, Manos Katrakis, Giannis Fertis, Aleka Katselli, Theano Ioannidou, Fivos Razi, Eleni Karpeta, Kitty Arseni, E. Chatzeemichalee, Theano Krassa, M. Mauropoulou, Elli Trygonopoulo, Diza Kountoura","greece, trojan war, regicide, greek tragedy, agamemnon","Μυκήνες, Κοινότητα Μυκηνών, Δημοτική Ενότητα Μυκηναίων, Δήμος Άργους - Μυκηνών, Περιφερειακή Ενότητα Αργολίδος, Περιφέρεια Πελοποννήσου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",37.72919415,22.75442883,9
The Trojan Women,1971,1200-1150 BC,-1190,-1150,Anatolia,[18],47446,en,"Hecuba and the other women of Troy rise to find their city in ruins and their cause lost. The city has fallen into Greek hands and it is likely their lot to become slaves of Greek soldiers. A messenger approaches to inform them that the lots have been drawn and each woman will be taken to the man who drew for her. Of particular interest is Hecuba's daughter, Cassandra, who is chosen for the Greek kings bedchamber. She has received word of this news already and is in hiding because she has sworn an oath to the gods that she will live as a virgin. When she is found she has some particularly nasty things to say about treatment at Greek hands.",4.655,The Trojan Women,FALSE,6.2,15,['Drama'],"Katharine Hepburn, Vanessa Redgrave, Geneviève Bujold, Irene Papas, Patrick Magee, Brian Blessed, Alberto Sanz, Pauline Letts, Rosalind Shanks, Pat Beckett, Anna Bentinck, Elsie Pittas, Esmeralda Adam García, Esperanza Alonso, María García Alonso, Nilda Álvarez, Adela Armengol, Victoria Ayllón, Gloria Berrocal, Elizabeth Billencourt, Maria Borge, Margarita Calahorra, Elena Castillo, Renee Eber, Ana María Espejo, Katie Ellyson, María Jesús Hoyos, Gwen Kocsis, Concha Leza, Maureen Mallall, Margarita Matta, Ivi Mavridi, Mirta Miller, Livia Mitchell, Conchita Morales, Emilia Pittas, Catherine Rabone, Yvette Rees, Clara Sanchiz, Carmen Segarra, Maria Farantouri, Dan van Husen, L. Zarrabeitia","trojan war, based on play or musical, ancient greece, enslavement, conquest, greek tragedy, helen of troy","Asia Minor, İç Anadolu Bölgesi, Türkiye",39.05742105,32.31123751,34
Iphigenia,1977,1200-1150 BC,-1200,-1150,Aulis,"[28, 18]",46278,el,"The Greek army is about to set sail to a great battle, but the winds refuse to blow. Their leader, King Agamemnon, seeks to provide better food, but accidentally slays a sacred deer. His punishment from the gods, the sacrifice of his daughter Iphigenia.",2.941,Iphigenia,FALSE,6.8,25,"['Action', 'Drama']","Irene Papas, Kostas Kazakos, Kostas Karras, Tatiana Papamoschou, Christos Tsagas, Panos Mihalopoulos, Angelos Yannoulis, Dimitris Aronis, Georges Vourvahakis, Eirini Koumarianou, Giorgos Oikonomou, Dimitris Kontogiannis","greece, sacrifice, army, tragedy, king, iphigenia","Aulis, Vazerac, Montauban, Tarn-et-Garonne, Occitanie, France métropolitaine, 82220, France",44.2167595,1.2838846,11
Troy,2004,1200-1150 BC,-1200,-1150,Anatolia,"[12, 36, 10752]",652,en,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",54.078,Troy,FALSE,7.1,8327,"['Adventure', 'History', 'War']","Brad Pitt, Orlando Bloom, Eric Bana, Brian Cox, Sean Bean, Brendan Gleeson, Diane Kruger, Peter O'Toole, Rose Byrne, Saffron Burrows, Garrett Hedlund, Vincent Regan, Julie Christie, Nathan Jones, Mark Lewis Jones, John Shrapnel, James Cosmo, Nigel Terry, Julian Glover, Trevor Eve, Frankie Fitzgerald, Lucie Barat, Siri Svegler, Ken Bones, Manuel Cauchi, Owain Yeoman, Tyler Mane, Louis Dempsey, Joshua Richards, Tim Chipping, Desislava Stefanova, Tanja Tzarovska, Luke Tal, Matthew Tal, Alex King, Adoni Maropis","sibling relationship, adultery, mythology, beauty, trojan war, bravery, wall, fraud, hostility, epic, sword fight, battlefield, historical fiction, ancient world, pyre, ancient greece, peplum, trojan horse, bronze age, sparta greece, helen of troy, homer's iliad","Asia Minor, İç Anadolu Bölgesi, Türkiye",39.05742105,32.31123751,72
Troy the Odyssey,2017,1174 BC,-1190,-1174,Troy,"[12, 28]",493416,en,"In this re-telling of Iliad, set in 1174 B.C. after ten years of fighting in the Trojan War, the Greek warrior Odysseus decides to travel for home, but instead finds a string of mis-adventures over the sea and land as he, along with a captive Trojan warrior named Circe as well as a group of loyal Greek soldiers, venture on the sea and land to get home to the island kingdom of Icarus and fighting sea sirens, and other mystical creatures to get home to his wife Penelope who is being hounded by a group of suitors hoping she will chose to make one of them their bride.",6.141,Troy the Odyssey,FALSE,4.8,16,"['Adventure', 'Action']","Dylan Vox, Lara Heller, Hachem Hicham, Eoin O'Brien",,"Troya'nın Arkeolojik Alanı, 17-56, Tevfikiye, Çanakkale Merkez, Çanakkale, Marmara Bölgesi, Türkiye",39.95737395,26.23801746,0
Samson and Delilah,1949,1118-1078 BC,-1118,-1078,Gaza,"[18, 10749, 12]",29993,en,"When strongman Samson rejects the love of the beautiful Philistine woman Delilah, she seeks vengeance that brings horrible consequences they both regret. The classic story of Samson and Delilah as told by Cecil B. DeMille.",33.192,Samson and Delilah,FALSE,6.5,132,"['Drama', 'Romance', 'Adventure']","Hedy Lamarr, Victor Mature, George Sanders, Angela Lansbury, Henry Wilcoxon, Olive Deering, Fay Holden, Julia Faye, Russ Tamblyn, William Farnum, Lane Chandler, Moroni Olsen, Francis McDonald, William 'Wee Willie' Davis, John Miljan, Arthur Q. Bryan, Kasey Rogers, Victor Varconi, John Parrish, Frank Wilcox, Russell Hicks, Boyd Davis, Bert Moorhouse, Fritz Leiber, Mike Mazurki, Davison Clark, George Reeves, Pedro de Cordoba, Frank Reicher, Colin Tapley, Dorothy Adams, Claire Du Brey",epic,"قطاع غزة, Palestinian Territory",31.4432234,34.360007,66
Samson,2018,1118-1078 BC,-1118,-1078,Gaza,"[28, 18, 12]",474392,en,"After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.",46.107,Samson,FALSE,5.8,182,"['Action', 'Drama', 'Adventure']","Jackson Rathbone, Billy Zane, Taylor James, Caitlin Leahy, Frances Sholto-Douglas, Rutger Hauer, Lindsay Wagner, Greg Kriek, Sven Ruygrok, Matthew Dylan Roberts, Ares Afonso, Duane Behrens, Lily Spangenberg","bible, god, strength","قطاع غزة, Palestinian Territory",31.4432234,34.360007,8
Lo que le pasÃ³ a SansÃ³n,1955,1100 BC,-1100,-1100,Gaza,[35],298509,es,Comedic retelling of the events around the biblical character: Samson.,0.84,Lo que le pasó a Sansón,FALSE,6.9,7,['Comedy'],"Germán Valdés, Ana Bertha Lepe, Yolanda Varela, Elvira Quintana",sanson,"قطاع غزة, Palestinian Territory",31.4432234,34.360007,0
The Last Woman of Shang,1964,1075-1046 BC,-1075,-1046,China,"[36, 18]",221077,zh,"Admist a rebellion during the Ching Dynasty in ancient China, a nurse flees the palace with a young prince. As an adult, he convinces the daughter of the usurper to betray her father and to assist in restoring him as the rightful monarch.",2.35,The Last Woman of Shang,FALSE,7,1,"['History', 'Drama']","Linda Lin Dai, Shin Young-kyun, Pat Ting Hung, Nam Koong-won, Lee Yea-chun, Cheung Kwong-Chiu, Cheng Miu, Tien Feng, Yeung Chi-Hing, Lee Wan-Chung, Chan Wan-Wa, Fung Ngai, Lan Wei-Lieh, Cheng Pei-Pei, Chin Ping, Li Ching, Lee Ting, Margaret Hsing Hui, Fang Ying, Angela Yu Chien, Alison Chang Yen, Lily Li Li-Li, Hao Li-Jen, Erh Chun, Kim Seung-ho, Choi Eun-hee, Man Sau",,中国,35.000074,104.999927,20
Pharaoh,1966,1069 BC,-1069,-1069,Egypt,"[36, 18]",5040,pl,"Young Pharaoh Ramses XIII clashes with Egypt's clergy over influence on the affairs of the state and its coffers. inexperienced, but quite ambitious pharaoh is putting up a fight against a powerful clan of priests usurping rule over the country.",9.507,Pharaoh,FALSE,6.8,50,"['History', 'Drama']","Jerzy Zelnik, Barbara Brylska, Krystyna Mikołajewska, Ewa Krzyżewska, Wiesława Mazurkiewicz, Piotr Pawłowski, Leszek Herdegen, Stanisław Milski, Kazimierz Opaliński, Mieczysław Voit, Alfred Lodzinski, Andrzej Girtler, Emir Buczacki, Józef Czerniawski, Edward Rączkowski, Bogdan Łysakowski","insurrection, pharao",مصر,26.2540493,29.2675469,4
Son of Samson,1960,1050 BC,-1050,-1050,Gaza,"[12, 28, 18, 10749]",206004,it,"Maciste travels to Egypt, where he leads a revolt against an evil queen. In Son of Samson, Maciste (Mark Forrest) -- scion of the famed muscleman -- travels to the Egyptian city of Tanis to checkmate villainous Queen Smedes (Chelo Alonso), who's persecuting the citizenry.",1.875,Son of Samson,FALSE,6,8,"['Adventure', 'Action', 'Drama', 'Romance']","Mark Forest, Chelo Alonso, Vira Silenti, Angelo Zanolli, Federica Ranchi, Carlo Tamberlani, Nino Musco, Zvonimir Rogoz, Ignazio Dolce, Andrea Fantasia, Petar Dobrić","greek mythology, sword and sandal","قطاع غزة, Palestinian Territory",31.4432234,34.360007,19
David and Bathsheba,1951,1040-970 BC,-1040,-970,Israel,"[18, 10749, 36]",42567,en,"King David enters into an adulterous affair with the beautiful Bathsheba, which has tragic consequences for his family and Israel.",10.616,David and Bathsheba,FALSE,6.4,37,"['Drama', 'Romance', 'History']","Gregory Peck, Susan Hayward, Kieron Moore, Raymond Massey, James Robertson Justice, Jayne Meadows, John Sutton, Dennis Hoey, Francis X. Bushman, George Zucco, William Severn, Gwen Verdon","israel, bible, epic, king, christian film, 10th century bc",ישראל,31.5313113,34.8667654,19
David and Goliath,1960,1040-970 BC,-1040,-970,Israel,"[18, 28, 36]",92750,it,"Orson Welles stars in this familiar Old Testament tale about the Philistines and the Israelites. When the Philistines attack, the Israelites are hopeless against the fierce giant Goliath and don't know what to do. King Saul takes the advice of the prophets and sends an adolescent shepherd, David, into battle to conquer the oversized Philistine. David is victorious and becomes the King of Israel.",7.325,David and Goliath,FALSE,3.5,11,"['Drama', 'Action', 'History']","Orson Welles, Ivica Pajer, Hilton Edwards, Massimo Serato, Eleonora Rossi Drago, Giulia Rubini, Pierre Cressoy, Furio Meniconi, Aldo Pedinotti, Dante Maggio, Luigi Tosi, Umberto Fiz, Ugo Sasso, Emma Baron, Fabrizio Capucci, Carlo D'Angelo, Ileana Danelli, Carla Foscari, Roberto Miali, Renato Terra, Gabriele Tinti, Nadia Lara, Marina Riccardi, Simonetta Simeoni",bible,ישראל,31.5313113,34.8667654,34
